customer_id,full_name,email,phone,city,age
CUST1261,Sneha Kulkarni,rahul.khan538@gmail.com,1005493662,Kolkatta,58
CUST1262,Ishita Singh,mira.nair997@gmail.com,506443151,Pune,66
CUST1263,Anaya Das,rohan.khan793@gmail.com,4329462477,Bangalore,33
CUST1264,Rohan Patel,sneha.kulkarni687@gmail.com,9853490038,Suratt,37
CUST1265,Ishita Reddy,aarav.shah176@gmail.com,8277723219,Kolkatta,40
CUST1266,Anita Khan,kabir.patel332@gmail.com,,Jaipur,55
CUST1267,Suresh Nair,arjun.nair393@gmail.com,5257310561,Hydrabad,38
CUST1268,Rohan Das,kabir.shah506@gmail.com,7539689041,Chennai,49
CUST1269,Arjun Das,suresh.khan217@gmail.com,2619315736,Mumbai,57
CUST1270,Anita Gupta,sneha.reddy163@gmail.com,1768370493,Pune,57
CUST1271,Anaya Reddy,diya.khan381@gmail.com,8614877755,Pune,46
CUST1272,Anaya Patel,anaya.gupta695@gmail.com,6566868431,Hydrabad,28
CUST1273,Rahul Reddy,diya.gupta832@gmail.com,3566857739,Kolkatta,16
CUST1274,Mira Singh,anita.reddy866@gmail.com,6588865942,Bangalore,56
CUST1275,Anita Sharma,ishita.kulkarni476@gmail.com,9330051920,Hydrabad,46
CUST1276,Sneha Kulkarni,anaya.shah793@gmail.com,563677517,Jaipur,25
CUST1277,Suresh Nair,rahul.singh964@gmail.com,3088819058,Jaipur,32
CUST1278,Anita Das,arjun.singh720@gmail.com,4944158641,Mumbai,33
CUST1279,Rohan Khan,aarav.sharma98@gmail.com,7065386895,Kolkatta,14
CUST1280,Suresh Das,priya.gupta594@gmail.com,1602879352,Jaipur,43
CUST1281,Diya Das,rohan.patel712@gmail.com,8752021816,Chennai,28
CUST1282,Arjun Reddy,suresh.das860@gmail.com,4835480647,Kolkatta,35
CUST1283,Mira Nair,kabir.patel39@gmail.com,3420924550,Ahmedbad,51
CUST1284,Anita Nair,anaya.sharma630@gmail.com,3345893835,Jaipur,38
CUST1285,Sneha Kapoor,mira.sharma880@gmail.com,438310780,Ahmedbad,48
CUST1286,Suresh Shah,arjun.gupta286@gmail.com,6552129194,Pune,
CUST1287,Anaya aDs,diya.sharma691@gmail.com,7399736321,Suratt,40
CUST1288,Arjun Kapoor,rohan.reddy685@gmail.com,1821782079,Ahmedbad,40
CUST1289,Suresh Reddy,kabir.patel835@gmail.com,2028709998,Jaipur,67
CUST1290,Rahul Shah,,7530723549,Chennai,37
CUST1291,Arjun Reddy,kabir.khan47@gmail.com,590938689,Kolkatta,
CUST1292,Diya Singh,rahul.shah263@gmail.com,5058822246,Hydrabad,26
CUST1293,Kabir Sharma,priya.singh584@gmail.com,9090418765,Bangalore,50
CUST1294,Aarav Shah,mira.kulkarni506@gmail.com,2906848155,Mumbai,42
CUST1295,Kabir Sharma,aarav.das44@gmail.com,58484441,Kolkatta,29
CUST1296,Anita Kapoor,kabir.kulkarni215@gmail.com,7689062530,Kolkatta,0
CUST1297,Priya Nair,anita.patel739@gmail.com,7772026700,Suratt,63
CUST1298,Diya Das,aarav.singh849@gmail.com,,Suratt,22
CUST1299,Suresh Patel,suresh.kapoor962@gmail.com,7248848593,Chennai,25
CUST1300,Diya Sharma,mira.singh41@gmail.com,6646678048,Hydrabad,41
CUST1301,Rohan Patel,rahul.das317@gmail.com,6083660098,Hydrabad,40
CUST1302,Mira Kapoor,mira.singh483@gmail.com,2784420975,Jaipur,44
CUST1303,Sneha Singh,priya.reddy564@gmail.com,7424929189,Jaipur,36
CUST1304,Priya Das,mira.sharma275@gmail.com,8761804257,Pune,17
CUST1305,Rahul Das,rahul.das43@gmail.com,9893730612,Kolkatta,53
CUST1306,Anaya Kulkarni,priya.reddy127@gmail.com,7670258138,Ahmedbad,26
CUST1307,Ishita Shah,rohan.nair467@gmail.com,1642682112,Ahmedbad,43
CUST1308,Diya Reddy,priya.shah130@gmail.com,9578667884,Hydrabad,48
CUST1309,Rahul Kulkarni,anaya.singh993@gmail.com,3545774763,Kolkatta,57
CUST1310,Aarav Kapoor,rohan.shah675@gmail.com,5203847479,Mumbai,36
CUST1311,Ishita Shah,kabir.patel198@gmail.com,1287579630,Jaipur,35
CUST1312,Priya Das,kabir.singh620@gmail.com,7995178288,Ahmedbad,36
CUST1313,Anita Patel,suresh.singh698@gmail.com,321776504,Suratt,
CUST1314,Rahul Gupta,suresh.gupta77@gmail.com,5262389864,Chennai,28
CUST1315,Rohan Kulkarni,rohan.patel336@gmail.com,7708057376,Mumbai,24
CUST1316,Rohan Das,mira.kapoor798@gmail.com,2648427490,Bangalore,22
CUST1317,Rahul Shah,ishita.singh838@gmail.com,9989650999,Jaipur,42
CUST1318,Aarav Singh,kabir.nair412@gmail.com,1367120969,Pune,35
CUST1319,Diya Nair,rahul.gupta453@gmail.com,9753631588,Bangalore,63
CUST1320,Anita Gupta,rahul.reddy335@gmail.com,4643175142,Suratt,62
CUST1321,Anita Snigh,,4901522759,Pune,11
CUST1322,Anita Sharma,anaya.reddy653@gmail.com,8010238575,Ahmedbad,41
CUST1323,Sneha Gupta,diya.khan758@gmail.com,6654387334,Delhi,24
CUST1324,Arjun Khan,aarav.das633@gmail.com,2579232104,Delhi,48
CUST1325,Ishita Reddy,sneha.reddy112@gmail.com,4220158371,Suratt,42
CUST1326,Ishita Gupta,arjun.sharma857@gmail.com,5335574744,Jaipur,53
CUST1327,Rahul Gupta,suresh.gupta518@gmail.com,1361030834,Ahmedbad,44
CUST1328,Kabir Kulkarni,ishita.sharma519@gmail.com,6810252481,Kolkatta,
CUST1329,Priya Singh,diya.shah963@gmail.com,2571392828,Hydrabad,35
CUST1330,Ishita Kapoor,sneha.khan619@gmail.com,1292872701,Mumbai,2
CUST1331,Anaya Kulkarni,anita.kapoor448@gmail.com,5366621004,Ahmedbad,22
CUST1332,Diya Singh,rahul.das32@gmail.com,5042706103,Pune,27
CUST1333,Rahul Sharma,diya.nair279@gmail.com,4136991624,Ahmedbad,32
CUST1334,Rohan Kapoor,aarav.sharma463@gmail.com,6943470734,Kolkatta,24
CUST1335,Anita Shah,anaya.patel577@gmail.com,9725307760,Suratt,64
CUST1336,Anita Sharma,rohan.singh545@gmail.com,1913661207,Ahmedbad,37
CUST1337,Sneha Sharma,suresh.shah835@gmail.com,6388658585,Ahmedbad,59
CUST1338,Anaya Singh,,1763245172,Chennai,
CUST1339,Suresh Kapoor,ishita.das248@gmail.com,1088712415,Bangalore,64
CUST1340,Rohan Kapoor,mira.khan634@gmail.com,7921382746,Jaipur,21
CUST1341,Anaya Gupta,rohan.gupta326@gmail.com,4584641431,Bangalore,48
CUST1342,Anita Shah,priya.reddy783@gmail.com,2828673351,Pune,20
CUST1343,Suresh Reddy,,748956220,Jaipur,46
CUST1344,Priya Sharma,anita.gupta259@gmail.com,7549256055,Suratt,63
